Site_Id,Date,SiteName,Longitude,Latitude,param,value
33,2019-11-20,RANDWICK,151.242802,-33.931776,PM2.5,7.816055556
33,2019-11-21,RANDWICK,151.242802,-33.931776,PM10,66.34070833
33,2019-11-21,RANDWICK,151.242802,-33.931776,PM2.5,42.84654545
33,2019-11-22,RANDWICK,151.242802,-33.931776,PM10,52.91958333
33,2019-11-22,RANDWICK,151.242802,-33.931776,PM2.5,22.31227083
33,2019-11-23,RANDWICK,151.242802,-33.931776,PM10,35.70460417
33,2019-11-23,RANDWICK,151.242802,-33.931776,PM2.5,13.29455
33,2019-11-24,RANDWICK,151.242802,-33.931776,PM10,24.27675
33,2019-11-24,RANDWICK,151.242802,-33.931776,PM2.5,10.18731818
33,2019-11-25,RANDWICK,151.242802,-33.931776,PM10,39.60322917
33,2019-11-25,RANDWICK,151.242802,-33.931776,PM2.5,23.18365217
33,2019-11-26,RANDWICK,151.242802,-33.931776,PM10,127.709587
33,2019-11-26,RANDWICK,151.242802,-33.931776,PM2.5,34.22181818
33,2019-11-27,RANDWICK,151.242802,-33.931776,PM10,21.82613043
33,2019-11-27,RANDWICK,151.242802,-33.931776,PM2.5,11.77189474
33,2019-11-28,RANDWICK,151.242802,-33.931776,PM10,47.17966667
33,2019-11-28,RANDWICK,151.242802,-33.931776,PM2.5,16.35854545
33,2019-11-29,RANDWICK,151.242802,-33.931776,PM10,82.61
33,2019-11-29,RANDWICK,151.242802,-33.931776,PM2.5,38.43578947
33,2019-11-30,RANDWICK,151.242802,-33.931776,PM10,36.76929167
33,2019-11-30,RANDWICK,151.242802,-33.931776,PM2.5,13.8390143
33,2019-12-01,RANDWICK,151.242802,-33.931776,PM10,25.23509524
33,2019-12-01,RANDWICK,151.242802,-33.931776,PM2.5,9.972324875
33,2019-12-02,RANDWICK,151.242802,-33.931776,PM10,60.25570833
33,2019-12-02,RANDWICK,151.242802,-33.931776,PM2.5,102.9889
33,2019-12-03,RANDWICK,151.242802,-33.931776,PM10,93.21375
33,2019-12-03,RANDWICK,151.242802,-33.931776,PM2.5,86.6297
33,2019-12-04,RANDWICK,151.242802,-33.931776,PM10,70.12029167
33,2019-12-04,RANDWICK,151.242802,-33.931776,PM2.5,27.70991439
33,2019-12-05,RANDWICK,151.242802,-33.931776,PM10,113.1955
33,2019-12-05,RANDWICK,151.242802,-33.931776,PM2.5,91.87166667
